Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20221285391,22001256,01/26/2022,01-January,4-Wednesday,16:45,1600 Hours,District 6 (East Central),,CEDAR,77,210TH ST AND DELTA AVE,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5500,1,1,Southbound (SB),POINT (-91.309515997303 41.78933626602)
20221284598,22-000921,01/27/2022,01-January,5-Thursday,13:49,1300 Hours,District 3 (Northwest),LE MARS,PLYMOUTH,77,1ST AVE SW AND 3RD ST SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,10000,2,4,Southbound (SB),POINT (-96.167840198626 42.789376270244)
20221284632,CL2200084,01/28/2022,01-January,6-Friday,10:00,1000 Hours,District 2 (Northeast),CLEAR LAKE,CERRO GORDO,77,NORTH 8TH ST AND 1ST AVE NORTH,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8000,2,2,Southbound (SB),POINT (-93.378737933718 43.138285860903)
20221284642,22-02823,01/28/2022,01-January,6-Friday,19:10,1900 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,MARKET ST AND LEGACY DR AND EAST ROOSEVELT FRONTAGE,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,"Sideswipe, opposite direction",Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2150,2,3,Northbound (NB),POINT (-91.140619427924 40.810855386049)
20221285160,22-001268,01/29/2022,01-January,7-Saturday,01:47,0100 Hours,District 3 (Northwest),ARNOLDS PARK,DICKINSON,77,BRDWAY ST,Collision with:  Re-entering roadway,On Roadway,"Sideswipe, same direction",FTYROW:  From parked position,Alcohol (Statutory),None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,7,Southbound (SB),POINT (-95.129259725646 43.367805399634)
20221284729,22-000606,01/30/2022,01-January,1-Sunday,12:15,1200 Hours,District 5 (Southeast),,LUCAS,US 65,43000-BLK US HWY 65,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,7,Northbound (NB),POINT (-93.470929773861 40.948149964288)
20221285358,CAD# 2200157,01/31/2022,01-January,2-Monday,10:58,1000 Hours,District 2 (Northeast),DENVER,BREMER,77,STATE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-92.337259713922 42.671325603134)
20221285010,20221001,02/01/2022,02-February,3-Tuesday,07:10,0700 Hours,District 6 (East Central),,LINN,77,LISBON BLVD,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3500,1,1,Northbound (NB),POINT (-91.368522287694 41.913470495014)
20221285490,22000400,02/02/2022,02-February,4-Wednesday,14:14,1400 Hours,District 1 (Central),AMES,STORY,77,RED FOX RD,Collision with:  Vehicle in traffic,On Roadway,Rear to side,Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,1,Northbound (NB),POINT (-93.653160668517 41.99095249332)
20221285413,22-03407,02/03/2022,02-February,5-Thursday,15:05,1500 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,AGENCY ST MEASURING 255 FEET EAST FROM AGENCY ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driver Distraction:  Exterior distraction,None Indicated,None apparent,Daylight,Slush,Clear,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,2,2,Southbound (SB),POINT (-91.128763482567 40.814663124581)
20221285565,009-22,02/04/2022,02-February,6-Friday,16:55,1600 Hours,District 5 (Southeast),,MADISON,77,BEVINGTON PARK RD AND IA 92,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Possible/Unknown,0,1,0,0,1,0,12000,2,2,Southbound (SB),POINT (-93.806348337438 41.354277083546)
20221285851,22-3044,02/04/2022,02-February,6-Friday,16:12,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,SERGEANT RD,Collision with:  Vehicle in traffic,Outside trafficway,"Sideswipe, opposite direction",Made improper turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,4100,2,2,Northbound (NB),POINT (-96.339920321016 42.445870847666)
20221285836,2022-7326,02/05/2022,02-February,7-Saturday,11:38,1100 Hours,District 6 (East Central),DAVENPORT,SCOTT,IA-461,IA 461 S AND WEST 12TH ST,Collision with fixed object:  Fire hydrant,Outside trafficway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3800,1,1,Eastbound (EB),POINT (-90.577219332818 41.531935592505)
20221286318,SOI20220032,02/06/2022,02-February,1-Sunday,11:17,1100 Hours,District 1 (Central),,POWESHIEK,IA-146,IA 146 N,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision (single vehicle),Exceeded authorized speed,Alcohol (Statutory),None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,5000,1,1,Northbound (NB),POINT (-92.659195034004 41.57432636482)
20221286003,22001979,02/07/2022,02-February,2-Monday,18:21,1800 Hours,District 2 (Northeast),,BREMER,IA-3,1700BLK IA 3 E,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,1,1,Southbound (SB),POINT (-92.409677731131 42.715065337898)
20221286001,2022-5821,02/08/2022,02-February,3-Tuesday,07:40,0700 Hours,District 6 (East Central),RIVERDALE,SCOTT,77,BELMONT RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,3,Southbound (SB),POINT (-90.471848585823 41.553532783772)
20221286199,22-001341,02/09/2022,02-February,4-Wednesday,13:10,1300 Hours,District 4 (Southwest),MISSOURI VALLEY,HARRISON,US 30,US 30 E,Collision with:  Parked motor vehicle,Outside trafficway,Other (explain in narrative),Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,10000,2,1,Southbound (SB),POINT (-95.892474715174 41.556359115442)
20221286544,22-00328,02/09/2022,02-February,4-Wednesday,13:49,1300 Hours,District 1 (Central),URBANDALE,POLK,I-80,2800 BLK I 80 W,Collision with fixed object:  Tree,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Interchange-related:  Mainline, between ramps",Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Westbound (WB),POINT (-93.776944843255 41.620358928336)
20221286577,2022-000990,02/10/2022,02-February,5-Thursday,20:01,2000 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,MAIN ST AND MADISON ST AND W 17TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Dark - roadway lighted,Dry,Other (explain in narrative),None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,4,Northbound (NB),POINT (-90.671115611229 42.508228411492)
20221286856,2022-001004,02/11/2022,02-February,6-Friday,12:58,1200 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,ASBURY RD AND STATE 32/IA32 NW ARTERIAL,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3250,2,2,Northbound (NB),POINT (-90.740930416746 42.51529988474)
20221286845,22-4033,02/12/2022,02-February,7-Saturday,15:16,1500 Hours,District 1 (Central),NEWTON,JASPER,77,NORTH 6TH AVE EAST,Collision with:  Parked motor vehicle,Shoulder,Rear-end (front to rear),Illegally Parked/Unattended,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Major Injury,0,1,1,0,0,0,4000,2,1,Southbound (SB),POINT (-93.047175480126 41.704246714268)
20221295597,22-000723,02/13/2022,02-February,1-Sunday,20:11,2000 Hours,District 1 (Central),ANKENY,POLK,77,NW IRVINEDALE DR AND NW 18TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,3000,2,3,Northbound (NB),POINT (-93.639044479261 41.746262814822)
20221287072,20220003818,02/14/2022,02-February,2-Monday,03:00,0300 Hours,District 1 (Central),DES MOINES,POLK,77,ELDER LANE MEASURING 58 FEET EAST FROM ELDER LANE,Collision with:  Parked motor vehicle,On Roadway,Head-on (front to front),Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,16000,2,3,Southbound (SB),POINT (-93.630287453038 41.545289382959)
20221287107,22-00860,02/15/2022,02-February,3-Tuesday,12:00,1200 Hours,District 1 (Central),WEST DES MOINES,POLK,77,MILLS CIVIC PARKWAY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Inattentive/lost in thought,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2100,2,2,Southbound (SB),POINT (-93.777085765566 41.559072897435)
20221287468,22-00244,02/16/2022,02-February,4-Wednesday,18:54,1800 Hours,District 4 (Southwest),CLIVE,DALLAS,US 6,US 6 E,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Minor Injury,0,2,0,2,0,0,3000,2,2,Southbound (SB),POINT (-93.814758392077 41.614836953462)
20221287440,22-000230,02/16/2022,02-February,4-Wednesday,14:37,1400 Hours,District 1 (Central),ALTOONA,POLK,77,ADVENTURELAND DR AND US 6 W,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,3,Westbound (WB),POINT (-93.498948963293 41.658542934687)
20221287433,22-000235,02/17/2022,02-February,5-Thursday,08:17,0800 Hours,District 1 (Central),ALTOONA,POLK,77,2500 BLK OF 1ST AVE S,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,14,Northbound (NB),POINT (-93.464642853259 41.627954190742)
20221287447,S22-000294,02/18/2022,02-February,6-Friday,01:40,0100 Hours,District 4 (Southwest),,POTTAWATTAMIE,I-80,I 80 W,Collision with:  Parked motor vehicle,Shoulder,Rear-end (front to rear),Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,20000,2,2,Westbound (WB),POINT (-95.759849731042 41.314336399191)
20221288034,2022-00240,02/18/2022,02-February,6-Friday,15:31,1500 Hours,District 4 (Southwest),WAUKEE,DALLAS,77,NE WESTGATE DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,3500,2,2,Northbound (NB),POINT (-93.862559074258 41.616253623183)
20221288530,2022004771,02/19/2022,02-February,7-Saturday,18:28,1800 Hours,District 1 (Central),,GREENE,US 30,US 30 E MEASURING 1471 FEET WEST FROM K AVE,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,N/A,N/A,N/A,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8000,1,1,Southbound (SB),POINT (-94.441993594129 42.034648214544)
20221287800,22-4576,02/20/2022,02-February,1-Sunday,18:28,1800 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,CENTER ST AND WEST 19TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,3,Northbound (NB),POINT (-96.421172371627 42.510546248562)
20221288150,PD220019,02/21/2022,02-February,2-Monday,15:51,1500 Hours,District 1 (Central),GRUNDY CENTER,GRUNDY,77,5TH ST,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,2,Northbound (NB),POINT (-92.769950205557 42.361391473743)
20221287899,MC2200586,02/21/2022,02-February,2-Monday,10:04,1000 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,12TH ST NW MEASURING 198 FEET WEST FROM NORTH TAYLOR AVE,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3750,2,2,Southbound (SB),POINT (-93.218789350832 43.162827485138)
20221288446,2022004937,02/22/2022,02-February,3-Tuesday,08:30,0800 Hours,District 1 (Central),ANKENY,POLK,I-35,I 35 SB MM 99,Collision with fixed object:  Guardrail - face,Median,Non-collision (single vehicle),Ran off road - left,None Indicated,Weather conditions,Daylight,Ice/frost,Freezing rain/drizzle,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4100,1,1,Eastbound (EB),POINT (-93.576089865023 41.69316585415)
20221288310,W22-013734,02/22/2022,02-February,3-Tuesday,18:19,1800 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,VINTON ST AND LAFAYETTE ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Ran Traffic Signal,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,Northbound (NB),POINT (-92.320001058799 42.492137174931)
20221329453,IF2201242,02/23/2022,02-February,4-Wednesday,07:52,0700 Hours,District 1 (Central),IOWA FALLS,HARDIN,77,WASHINGTON AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,None apparent,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,9500,2,3,Southbound (SB),POINT (-93.27022015472 42.519646706227)
20221289171,22000684,02/24/2022,02-February,5-Thursday,17:45,1700 Hours,District 1 (Central),,STORY,I-35,RAMP I 35 N TO US 30 W,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,Weather conditions,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7500,2,4,Eastbound (EB),POINT (-93.578311605333 42.007304692954)
20221291075,,02/24/2022,02-February,5-Thursday,19:00,1900 Hours,District 5 (Southeast),,CLARKE,I-35,NB/EB Interstate 0035,Collision with fixed object:  Cable barrier,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7135,1,1,Northbound (NB),POINT (-93.777334619561 41.099394617187)
20221289701,SO22-00179,02/24/2022,02-February,5-Thursday,17:50,1700 Hours,District 1 (Central),,MARSHALL,77,2800 BLK GARWIN RD,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,3000,1,1,Southbound (SB),POINT (-92.888969887606 42.07808558125)
20221289572,2022005315,02/25/2022,02-February,6-Friday,07:39,0700 Hours,District 1 (Central),,POLK,77,INTERSTATE 235 EB & NE 46TH AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6000,2,3,Southbound (SB),POINT (-93.575508640661 41.644115906347)
20221288899,22-8009,02/25/2022,02-February,6-Friday,07:05,0700 Hours,District 6 (East Central),,SCOTT,77,VALLEY DR AND 249 AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,15000,2,2,Southbound (SB),POINT (-90.418045579204 41.571411751913)
20221288947,20220004965,02/25/2022,02-February,6-Friday,11:10,1100 Hours,District 1 (Central),DES MOINES,POLK,77,MLK JR PARKWAY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,Unknown,Daylight,Wet,Cloudy,Unknown,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,5000,2,2,Eastbound (EB),POINT (-93.643783373557 41.600411172661)
20221289073,22002773,02/26/2022,02-February,7-Saturday,17:30,1700 Hours,District 1 (Central),,TAMA,77,HIGHWAY E49,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,1,Southbound (SB),POINT (-92.61385509161 41.965294287175)
20221289297,22-004340,02/27/2022,02-February,1-Sunday,02:17,0200 Hours,District 2 (Northeast),ARLINGTON,FAYETTE,77,EAST ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driver Distraction:  Other interior distraction,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,35000,1,2,Northbound (NB),POINT (-91.666280616122 42.753847526666)
20221289450,22001894,02/28/2022,02-February,2-Monday,15:00,1500 Hours,District 5 (Southeast),CENTERVILLE,APPANOOSE,77,EAST STATE ST AND IA 5 N,Other (explain in narrative),On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Daylight,Sand,Clear,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,N/A,Minor Injury,0,1,0,1,0,0,1000,1,1,Southbound (SB),POINT (-92.867998531347 40.734228817693)
20221289229,22001485,02/28/2022,02-February,2-Monday,07:10,0700 Hours,District 4 (Southwest),,FREMONT,IA-2,IA 2 E,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,1,Southbound (SB),POINT (-95.507917596785 40.750242664961)
20221295000,2022-001441,03/01/2022,03-March,3-Tuesday,15:52,1500 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,RHOMBERG AVE AND JOHNSON ST,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Failed to keep in proper lane,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,1500,2,1,Northbound (NB),POINT (-90.66443825855 42.5146392344)
20221289770,22-5494,03/02/2022,03-March,4-Wednesday,15:22,1500 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,4200 CHEYENNE BLVD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,3,Northbound (NB),POINT (-96.393598784305 42.542090222334)
20221307518,NT-22-020,03/03/2022,03-March,5-Thursday,16:50,1600 Hours,District 1 (Central),NEVADA,STORY,77,7TH ST,Collision with:  Parked motor vehicle,On Roadway,Unknown,Illegally Parked/Unattended,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,1,Northbound (NB),POINT (-93.450922843501 42.024619088517)
20221290037,22-06493,03/04/2022,03-March,6-Friday,14:30,1400 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,3RD ST MEASURING 108 FEET NORTH FROM VALLEY ST,Collision with:  Vehicle in traffic,On Roadway,Rear to side,Improper Backing,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,3,Northbound (NB),POINT (-91.10290090379 40.809394434526)
20221290067,20220005701,03/04/2022,03-March,6-Friday,16:00,1600 Hours,District 1 (Central),DES MOINES,POLK,77,BEAVER AVE AND 41ST ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,4,Southbound (SB),POINT (-93.673003992308 41.610899362352)
20221290203,2022-13862,03/05/2022,03-March,7-Saturday,20:51,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,US 6,US 6 E AND ELMORE AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,Weather conditions,Dark - roadway lighted,Wet,Rain,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,3,Southbound (SB),POINT (-90.527275652153 41.554846862485)
20221297156,2022006156,03/06/2022,03-March,1-Sunday,23:25,2300 Hours,District 1 (Central),ALTOONA,POLK,I-80,I 80 WB 141.6 MM,Collision with fixed object:  Concrete traffic barrier (median or right side),Median,Non-collision (single vehicle),Ran off road - left,None Indicated,Weather conditions,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,3000,1,1,Westbound (WB),POINT (-93.499552881793 41.662089133254)
20221290453,20220005965,03/07/2022,03-March,2-Monday,16:36,1600 Hours,District 1 (Central),DES MOINES,POLK,77,MAURY ST MEASURING 220 FEET WEST FROM SE 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Vision obstructed,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,2,3,Southbound (SB),POINT (-93.602713554899 41.580385517868)
20221290511,22-001928,03/07/2022,03-March,2-Monday,14:22,1400 Hours,District 4 (Southwest),RED OAK,MONTGOMERY,77,SUMMIT ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Wet,Clear,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,Southbound (SB),POINT (-95.223131658814 41.016406737226)
20221294226,22001951,03/08/2022,03-March,3-Tuesday,15:18,1500 Hours,District 6 (East Central),MANCHESTER,DELAWARE,IA-13,IA 13 N,Collision with fixed object:  Traffic sign support,On Roadway,Non-collision (single vehicle),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2300,1,1,Northbound (NB),POINT (-91.479466004846 42.483778881123)
20221307382,2022-14599,03/09/2022,03-March,4-Wednesday,08:05,0800 Hours,District 6 (East Central),DAVENPORT,SCOTT,IA-461,IA 461 S AND WEST 30TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,2,0,0,2,0,15000,2,2,Eastbound (EB),POINT (-90.576614646258 41.550692192868)
20221290964,S22-000422,03/10/2022,03-March,5-Thursday,14:29,1400 Hours,District 4 (Southwest),,POTTAWATTAMIE,77,185TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Aggressive driving/road rage,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Property Damage Only,0,0,0,0,0,0,4500,2,3,Northbound (NB),POINT (-95.83121183433 41.470219892566)
