Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point
2015,19031,Cedar,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-91.1324125 41.7723207)
2009,19187,Webster,4-Ames,2-Second JD,Exposure to Manufacturing of Meth,6,POINT (-94.18178810000002 42.4279662)
2013,19131,Mitchell,2-Northern,2-Second JD,Denial of Critical Care (Neglect),21,POINT (-92.7890315 43.3564124)
2009,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),196,POINT (-92.8686104 40.7431635)
2011,19175,Union,5-Des Moines,5-FifthJD,Physical Abuse,11,POINT (-94.2423792 41.0277304)
2014,19009,Audubon,1-Western,4-FourthJD,Sexual Abuse,3,POINT (-94.9058222 41.6845893)
2005,19141,OBrien,1-Sioux City,3-Third JD,Physical Abuse,12,POINT (-95.6248784 43.0837527)
2016,19127,Marshall,2-Northern,2-Second JD,Physical Abuse,31,POINT (-92.9987706 42.0358499)
2015,19055,Delaware,2-Northern,1-First JD,Denial of Critical Care (Neglect),24,POINT (-91.3673502 42.471211)
2016,19043,Clayton,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-91.34143280000002 42.8447493)
2004,19137,Montgomery,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),84,POINT (-95.1563758 41.03014)
2013,19077,Guthrie,1-Western,5-FifthJD,Denial of Critical Care (Neglect),55,POINT (-94.501055 41.6837548)
2013,19103,Johnson,4-Cedar Rapids,6-SixthJD,Mental Injury,5,POINT (-91.5880849 41.6715511)
2011,19187,Webster,2-Northern,2-Second JD,Mental Injury,1,POINT (-94.18178810000002 42.4279662)
2016,19087,Henry,3-Eastern,8-Eigth JD,Mental Injury,2,POINT (-91.5445241 40.9879383)
2016,19013,Black Hawk,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),92,POINT (-92.3088197 42.4700957)
2015,19021,Buena Vista,1-Western,3-Third JD,Physical Abuse,12,POINT (-95.15114900000002 42.7354936)
2006,19001,Adair,6-Des Moines,5-FifthJD,Physical Abuse,17,POINT (-94.4709413 41.3307464)
2004,19157,Poweshiek,4-Ames,8-Eigth JD,Denial of Critical Care (Neglect),64,POINT (-92.53146840000001 41.6864422)
2016,19021,Buena Vista,1-Western,3-Third JD,Denial of Critical Care (Neglect),72,POINT (-95.15114900000002 42.7354936)
2011,19121,Madison,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),30,POINT (-94.01556190000001 41.33071420000001)
2016,19097,Jackson,3-Eastern,7-Seventh JD,Allows Access by Registered Sex Offender,1,POINT (-90.5742294 42.1717426)
2013,19117,Lucas,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,2,POINT (-93.3277207 41.0293738)
2010,19087,Henry,3-Eastern,8-Eigth JD,Physical Abuse,15,POINT (-91.5445241 40.9879383)
2006,19087,Henry,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),132,POINT (-91.5445241 40.9879383)
2008,19139,Muscatine,8-Davenport,7-Seventh JD,Mental Injury,4,POINT (-91.1127562 41.4839221)
2016,19009,Audubon,1-Western,4-FourthJD,Denial of Critical Care (Neglect),15,POINT (-94.9058222 41.6845893)
2007,19141,OBrien,1-Sioux City,3-Third JD,Sexual Abuse,8,POINT (-95.6248784 43.0837527)
2013,19065,Fayette,2-Northern,1-First JD,Physical Abuse,2,POINT (-91.8443207 42.8625919)
2009,19019,Buchanan,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),79,POINT (-91.8378392 42.4707777)
2004,19051,Davis,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),27,POINT (-92.4097173 40.7476891)
2016,19113,Linn,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),159,POINT (-91.5989646 42.0789478)
2012,19011,Benton,4-Cedar Rapids,6-SixthJD,Physical Abuse,11,POINT (-92.0656912 42.0801864)
2016,19191,Winneshiek,2-Northern,1-First JD,Physical Abuse,1,POINT (-91.8437074 43.2906746)
2012,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,1,POINT (-92.53146840000001 41.6864422)
2014,19031,Cedar,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-91.1324125 41.7723207)
2012,19129,Mills,1-Western,4-FourthJD,Denial of Critical Care (Neglect),39,POINT (-95.62132670000001 41.0334523)
2014,19037,Chickasaw,2-Northern,1-First JD,Sexual Abuse,1,POINT (-92.3176637 43.06004140000001)
2005,19059,Dickinson,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),93,POINT (-95.1508301 43.3779848)
2012,19091,Humboldt,2-Northern,2-Second JD,Physical Abuse,1,POINT (-94.2071868 42.7764686)
2015,19015,Boone,5-Des Moines,2-Second JD,Physical Abuse,14,POINT (-93.931671 42.0365493)
2009,19021,Buena Vista,1-Sioux City,3-Third JD,Physical Abuse,14,POINT (-95.15114900000002 42.7354936)
2012,19057,Des Moines,3-Eastern,8-Eigth JD,Physical Abuse,18,POINT (-91.1814707 40.9231829)
2013,19033,Cerro Gordo,2-Northern,2-Second JD,Physical Abuse,28,POINT (-93.2608184 43.081557700000005)
2016,19165,Shelby,1-Western,4-FourthJD,Physical Abuse,6,POINT (-95.31021130000002 41.6850926)
2012,19141,OBrien,1-Western,3-Third JD,Sexual Abuse,1,POINT (-95.6248784 43.0837527)
2005,19001,Adair,6-Des Moines,5-FifthJD,Sexual Abuse,1,POINT (-94.4709413 41.3307464)
2016,19163,Scott,3-Eastern,7-Seventh JD,Mental Injury,1,POINT (-90.6232428 41.6370978)
2009,19135,Monroe,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),63,POINT (-92.8689877 41.0297826)
2014,19023,Butler,2-Northern,2-Second JD,Denial of Critical Care (Neglect),16,POINT (-92.7901934 42.7315661)
2015,19033,Cerro Gordo,2-Northern,2-Second JD,Physical Abuse,23,POINT (-93.2608184 43.081557700000005)
2004,19023,Butler,2-Waterloo,2-Second JD,Mental Injury,3,POINT (-92.7901934 42.7315661)
2006,19167,Sioux,1-Sioux City,3-Third JD,Sexual Abuse,12,POINT (-96.1778827 43.0826174)
2013,19015,Boone,5-Des Moines,2-Second JD,Sexual Abuse,3,POINT (-93.931671 42.0365493)
2011,19171,Tama,4-Cedar Rapids,6-SixthJD,Sexual Abuse,7,POINT (-92.5325425 42.07981170000001)
2008,19125,Marion,6-Des Moines,5-FifthJD,Physical Abuse,15,POINT (-93.0994367 41.3344515)
2008,19175,Union,6-Des Moines,5-FifthJD,Sexual Abuse,2,POINT (-94.2423792 41.0277304)
2013,19111,Lee,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),31,POINT (-91.479264 40.6419764)
2005,19147,Palo Alto,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.6781371 43.0820643)
2009,19041,Clay,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.1509194 43.0825804)
2004,19061,Dubuque,3-Dubuque,1-First JD,Exposure to Manufacturing of Meth,3,POINT (-90.8824564 42.468832)
2014,19057,Des Moines,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),101,POINT (-91.1814707 40.9231829)
2009,19113,Linn,7-Cedar Rapids,6-SixthJD,Physical Abuse,131,POINT (-91.5989646 42.0789478)
2004,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Sexual Abuse,35,POINT (-95.5423935 41.3366123)
2012,19163,Scott,3-Eastern,7-Seventh JD,Exposure to Manufacturing of Meth,10,POINT (-90.6232428 41.6370978)
2008,19197,Wright,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-93.7351465 42.7331189)
2016,19091,Humboldt,2-Northern,2-Second JD,Physical Abuse,6,POINT (-94.2071868 42.7764686)
2015,19065,Fayette,2-Northern,1-First JD,Physical Abuse,11,POINT (-91.8443207 42.8625919)
2015,19109,Kossuth,1-Western,3-Third JD,Mental Injury,2,POINT (-94.2067199 43.20413)
2016,19193,Woodbury,1-Western,3-Third JD,Physical Abuse,66,POINT (-96.0447673 42.3897169)
2013,19173,Taylor,1-Western,5-FifthJD,Sexual Abuse,1,POINT (-94.6964148 40.73743240000001)
2007,19059,Dickinson,1-Sioux City,3-Third JD,Sexual Abuse,7,POINT (-95.1508301 43.3779848)
2006,19025,Calhoun,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,2,POINT (-94.6404136 42.385184800000005)
2004,19081,Hancock,2-Waterloo,2-Second JD,Exposure to Manufacturing of Meth,2,POINT (-93.7342723 43.0818861)
2011,19163,Scott,3-Eastern,7-Seventh JD,Sexual Abuse,61,POINT (-90.6232428 41.6370978)
2011,19177,Van Buren,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),24,POINT (-91.9499871 40.7532294)
2006,19023,Butler,2-Waterloo,2-Second JD,Physical Abuse,10,POINT (-92.7901934 42.7315661)
2015,19147,Palo Alto,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.6781371 43.0820643)
2012,19133,Monona,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.9599235 42.0516663)
2011,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-92.53146840000001 41.6864422)
2016,19099,Jasper,4-Cedar Rapids,5-FifthJD,Allows Access by Registered Sex Offender,1,POINT (-93.053765 41.6860394)
2015,19137,Montgomery,1-Western,4-FourthJD,Physical Abuse,9,POINT (-95.1563758 41.03014)
2014,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,66,POINT (-92.3088197 42.4700957)
2014,19093,Ida,1-Western,3-Third JD,Physical Abuse,2,POINT (-95.5134962 42.3868747)
2014,19193,Woodbury,1-Western,3-Third JD,Allows Access by Registered Sex Offender,3,POINT (-96.0447673 42.3897169)
2009,19053,Decatur,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7862815 40.7376827)
2007,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,4,POINT (-92.1786426 41.336465)
2012,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,2,POINT (-92.6409094 41.3352035)
2009,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-92.1786426 41.336465)
2006,19015,Boone,6-Des Moines,2-Second JD,Denial of Critical Care (Neglect),81,POINT (-93.931671 42.0365493)
2014,19159,Ringgold,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.2439719 40.7352023)
2005,19177,Van Buren,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-91.9499871 40.7532294)
2014,19191,Winneshiek,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-91.8437074 43.2906746)
2006,19129,Mills,5-Council Bluffs,4-FourthJD,Sexual Abuse,12,POINT (-95.62132670000001 41.0334523)
2015,19059,Dickinson,1-Western,3-Third JD,Physical Abuse,13,POINT (-95.1508301 43.3779848)
2010,19035,Cherokee,1-Western,3-Third JD,Physical Abuse,3,POINT (-95.6238055 42.7356226)
2015,19021,Buena Vista,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-95.15114900000002 42.7354936)
2010,19013,Black Hawk,2-Northern,1-First JD,Mental Injury,2,POINT (-92.3088197 42.4700957)
2013,19033,Cerro Gordo,2-Northern,2-Second JD,Sexual Abuse,8,POINT (-93.2608184 43.081557700000005)
2008,19015,Boone,6-Des Moines,2-Second JD,Other,1,POINT (-93.931671 42.0365493)
2005,19077,Guthrie,5-Council Bluffs,5-FifthJD,Physical Abuse,14,POINT (-94.501055 41.6837548)
2013,19089,Howard,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-92.3171989 43.3567673)
2013,19171,Tama,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-92.5325425 42.07981170000001)
2015,19079,Hamilton,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-93.7068085 42.3837722)
2015,19041,Clay,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-95.1509194 43.0825804)
2013,19117,Lucas,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.3277207 41.0293738)
2016,19049,Dallas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),109,POINT (-94.0397374 41.6848862)
2009,19017,Bremer,2-Waterloo,2-Second JD,Physical Abuse,1,POINT (-92.31805480000001 42.7745873)
2015,19161,Sac,1-Western,2-Second JD,Physical Abuse,8,POINT (-95.1053946 42.3862604)
2006,19037,Chickasaw,2-Waterloo,1-First JD,Physical Abuse,21,POINT (-92.3176637 43.06004140000001)
2006,19105,Jones,7-Cedar Rapids,6-SixthJD,Sexual Abuse,3,POINT (-91.1314352 42.1212397)
2016,19185,Wayne,5-Des Moines,5-FifthJD,Sexual Abuse,10,POINT (-93.3273639 40.73947020000001)
2013,19083,Hardin,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),11,POINT (-93.2404025 42.3838803)
2015,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,4,POINT (-92.1786426 41.336465)
2006,19041,Clay,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),10,POINT (-95.1509194 43.0825804)
2011,19023,Butler,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,1,POINT (-92.7901934 42.7315661)
2014,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,4,POINT (-91.9488774 41.0317596)
2008,19127,Marshall,4-Ames,2-Second JD,Sexual Abuse,6,POINT (-92.9987706 42.0358499)
2005,19059,Dickinson,1-Sioux City,3-Third JD,Sexual Abuse,2,POINT (-95.1508301 43.3779848)
2013,19161,Sac,1-Western,2-Second JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-95.1053946 42.3862604)
2013,19045,Clinton,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),27,POINT (-90.5319724 41.8980358)
2009,19181,Warren,6-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,2,POINT (-93.5613594 41.3343735)
2016,19153,Polk,5-Des Moines,5-FifthJD,Mental Injury,5,POINT (-93.5735335 41.6855048)
2004,19067,Floyd,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),94,POINT (-92.78900330000002 43.0599208)
2016,19047,Crawford,1-Western,3-Third JD,Physical Abuse,5,POINT (-95.3819678 42.0372125)
2012,19009,Audubon,1-Western,4-FourthJD,Denial of Critical Care (Neglect),17,POINT (-94.9058222 41.6845893)
2013,19097,Jackson,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),11,POINT (-90.5742294 42.1717426)
2015,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,6,POINT (-92.6409094 41.3352035)
2006,19053,Decatur,6-Des Moines,5-FifthJD,Cohabitation w/ a Registered Sex Offender,2,POINT (-93.7862815 40.7376827)
2016,19145,Page,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.1501747 40.7391444)
2013,19059,Dickinson,1-Western,3-Third JD,Sexual Abuse,2,POINT (-95.1508301 43.3779848)
2009,19177,Van Buren,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,POINT (-91.9499871 40.7532294)
2008,19065,Fayette,3-Dubuque,1-First JD,Physical Abuse,6,POINT (-91.8443207 42.8625919)
2007,19157,Poweshiek,4-Ames,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,8,POINT (-92.53146840000001 41.6864422)
2013,19057,Des Moines,3-Eastern,8-Eigth JD,Mental Injury,1,POINT (-91.1814707 40.9231829)
2015,19127,Marshall,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),16,POINT (-92.9987706 42.0358499)
2011,19191,Winneshiek,2-Northern,1-First JD,Exposure to Manufacturing of Meth,11,POINT (-91.8437074 43.2906746)
2006,19017,Bremer,2-Waterloo,2-Second JD,Physical Abuse,9,POINT (-92.31805480000001 42.7745873)
2008,19089,Howard,3-Dubuque,1-First JD,Sexual Abuse,1,POINT (-92.3171989 43.3567673)
2016,19197,Wright,2-Northern,2-Second JD,Denial of Critical Care (Neglect),42,POINT (-93.7351465 42.7331189)
2008,19195,Worth,2-Waterloo,2-Second JD,Physical Abuse,8,POINT (-93.2608476 43.3773984)
2007,19081,Hancock,2-Waterloo,2-Second JD,Physical Abuse,6,POINT (-93.7342723 43.0818861)
2016,19039,Clarke,5-Des Moines,5-FifthJD,Physical Abuse,6,POINT (-93.78515790000002 41.0290323)
2007,19053,Decatur,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),58,POINT (-93.7862815 40.7376827)
2012,19139,Muscatine,3-Eastern,7-Seventh JD,Mental Injury,1,POINT (-91.1127562 41.4839221)
2007,19045,Clinton,3-Dubuque,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),34,POINT (-90.5319724 41.8980358)
2009,19173,Taylor,5-Council Bluffs,5-FifthJD,Exposure to Manufacturing of Meth,4,POINT (-94.6964148 40.73743240000001)
2014,19057,Des Moines,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,8,POINT (-91.1814707 40.9231829)
2015,19067,Floyd,2-Northern,2-Second JD,Denial of Critical Care (Neglect),58,POINT (-92.78900330000002 43.0599208)
2011,19053,Decatur,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),33,POINT (-93.7862815 40.7376827)
2013,19063,Emmet,1-Western,3-Third JD,Physical Abuse,2,POINT (-94.6784803 43.37802250000001)
2015,19111,Lee,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),280,POINT (-91.479264 40.6419764)
2013,19185,Wayne,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),32,POINT (-93.3273639 40.73947020000001)
2007,19127,Marshall,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),18,POINT (-92.9987706 42.0358499)
2016,19049,Dallas,5-Des Moines,5-FifthJD,Physical Abuse,27,POINT (-94.0397374 41.6848862)
2008,19047,Crawford,5-Council Bluffs,3-Third JD,Physical Abuse,10,POINT (-95.3819678 42.0372125)
2013,19183,Washington,4-Cedar Rapids,8-Eigth JD,Physical Abuse,6,POINT (-91.7178676 41.335591)
2013,19061,Dubuque,3-Eastern,1-First JD,Exposure to Manufacturing of Meth,4,POINT (-90.8824564 42.468832)
2015,19027,Carroll,1-Western,2-Second JD,Sexual Abuse,5,POINT (-94.8605593 42.0362382)
2004,19031,Cedar,8-Davenport,7-Seventh JD,Denial of Critical Care (Neglect),45,POINT (-91.1324125 41.7723207)
2006,19111,Lee,8-Davenport,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),27,POINT (-91.479264 40.6419764)
2015,19011,Benton,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),44,POINT (-92.0656912 42.0801864)
2013,19197,Wright,2-Northern,2-Second JD,Physical Abuse,15,POINT (-93.7351465 42.7331189)
2005,19195,Worth,2-Waterloo,2-Second JD,Sexual Abuse,1,POINT (-93.2608476 43.3773984)
2014,19077,Guthrie,1-Western,5-FifthJD,Sexual Abuse,1,POINT (-94.501055 41.6837548)
2013,19113,Linn,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),672,POINT (-91.5989646 42.0789478)
2011,19057,Des Moines,3-Eastern,8-Eigth JD,Physical Abuse,26,POINT (-91.1814707 40.9231829)
2011,19075,Grundy,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-92.7914177 42.4018651)
2011,19037,Chickasaw,2-Northern,1-First JD,Physical Abuse,5,POINT (-92.3176637 43.06004140000001)
2011,19027,Carroll,1-Western,2-Second JD,Physical Abuse,8,POINT (-94.8605593 42.0362382)
2013,19081,Hancock,2-Northern,2-Second JD,Denial of Critical Care (Neglect),43,POINT (-93.7342723 43.0818861)
2016,19091,Humboldt,2-Northern,2-Second JD,Sexual Abuse,11,POINT (-94.2071868 42.7764686)
2016,19169,Story,5-Des Moines,2-Second JD,Denial of Critical Care (Neglect),200,POINT (-93.4650448 42.0362415)
2008,19113,Linn,7-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),719,POINT (-91.5989646 42.0789478)
2016,19173,Taylor,1-Western,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.6964148 40.73743240000001)
2014,19053,Decatur,5-Des Moines,5-FifthJD,Sexual Abuse,1,POINT (-93.7862815 40.7376827)
2016,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),70,POINT (-94.9278266 41.3314876)
2010,19149,Plymouth,1-Western,3-Third JD,Denial of Critical Care (Neglect),62,POINT (-96.2140431 42.7378346)
2016,19097,Jackson,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),25,POINT (-90.5742294 42.1717426)
2016,19147,Palo Alto,1-Western,3-Third JD,Physical Abuse,2,POINT (-94.6781371 43.0820643)
2008,19057,Des Moines,8-Davenport,8-Eigth JD,Exposure to Manufacturing of Meth,2,POINT (-91.1814707 40.9231829)
2011,19125,Marion,5-Des Moines,5-FifthJD,Physical Abuse,11,POINT (-93.0994367 41.3344515)
2014,19047,Crawford,1-Western,3-Third JD,Physical Abuse,10,POINT (-95.3819678 42.0372125)
2013,19147,Palo Alto,1-Western,3-Third JD,Denial of Critical Care (Neglect),43,POINT (-94.6781371 43.0820643)
2011,19065,Fayette,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-91.8443207 42.8625919)
2011,19003,Adams,5-Des Moines,5-FifthJD,Sexual Abuse,2,POINT (-94.6991849 41.02898390000001)
2013,19061,Dubuque,3-Eastern,1-First JD,Physical Abuse,32,POINT (-90.8824564 42.468832)
2014,19105,Jones,4-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,4,POINT (-91.1314352 42.1212397)
2008,19021,Buena Vista,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,2,POINT (-95.15114900000002 42.7354936)
2016,19011,Benton,4-Cedar Rapids,6-SixthJD,Physical Abuse,12,POINT (-92.0656912 42.0801864)
2006,19013,Black Hawk,2-Waterloo,1-First JD,Denial of Critical Care (Neglect),948,POINT (-92.3088197 42.4700957)
2005,19125,Marion,6-Des Moines,5-FifthJD,Physical Abuse,13,POINT (-93.0994367 41.3344515)
2014,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.01556190000001 41.33071420000001)
2008,19141,OBrien,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,3,POINT (-95.6248784 43.0837527)
2005,19163,Scott,8-Davenport,7-Seventh JD,Physical Abuse,155,POINT (-90.6232428 41.6370978)
2015,19165,Shelby,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-95.31021130000002 41.6850926)
2013,19137,Montgomery,1-Western,4-FourthJD,Physical Abuse,10,POINT (-95.1563758 41.03014)
2005,19109,Kossuth,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),76,POINT (-94.2067199 43.20413)
2015,19051,Davis,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-92.4097173 40.7476891)
2012,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,1,POINT (-91.9488774 41.0317596)
2016,19067,Floyd,2-Northern,2-Second JD,Mental Injury,1,POINT (-92.78900330000002 43.0599208)
2005,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),76,POINT (-91.9488774 41.0317596)
2006,19145,Page,5-Council Bluffs,4-FourthJD,Cohabitation w/ a Registered Sex Offender,1,POINT (-95.1501747 40.7391444)
2009,19029,Cass,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),67,POINT (-94.9278266 41.3314876)
2015,19019,Buchanan,2-Northern,1-First JD,Sexual Abuse,1,POINT (-91.8378392 42.4707777)
2006,19073,Greene,5-Council Bluffs,2-Second JD,Denial of Critical Care (Neglect),46,POINT (-94.3968356 42.0362394)
2007,19079,Hamilton,4-Ames,2-Second JD,Sexual Abuse,1,POINT (-93.7068085 42.3837722)
2016,19085,Harrison,1-Western,4-FourthJD,Sexual Abuse,3,POINT (-95.8169209 41.6828528)
2010,19061,Dubuque,3-Eastern,1-First JD,Sexual Abuse,20,POINT (-90.8824564 42.468832)
2016,19033,Cerro Gordo,2-Northern,2-Second JD,Denial of Critical Care (Neglect),159,POINT (-93.2608184 43.081557700000005)
2006,19005,Allamakee,3-Dubuque,1-First JD,Sexual Abuse,1,POINT (-91.3780923 43.2842838)
2015,19057,Des Moines,3-Eastern,8-Eigth JD,Sexual Abuse,8,POINT (-91.1814707 40.9231829)
2014,19087,Henry,3-Eastern,8-Eigth JD,Physical Abuse,5,POINT (-91.5445241 40.9879383)
2013,19027,Carroll,1-Western,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.8605593 42.0362382)
2012,19103,Johnson,4-Cedar Rapids,6-SixthJD,Physical Abuse,34,POINT (-91.5880849 41.6715511)
2004,19109,Kossuth,1-Sioux City,3-Third JD,Mental Injury,2,POINT (-94.2067199 43.20413)
2015,19049,Dallas,5-Des Moines,5-FifthJD,Sexual Abuse,9,POINT (-94.0397374 41.6848862)
2007,19043,Clayton,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),91,POINT (-91.34143280000002 42.8447493)
2004,19117,Lucas,6-Des Moines,5-FifthJD,Physical Abuse,4,POINT (-93.3277207 41.0293738)
2004,19055,Delaware,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),98,POINT (-91.3673502 42.471211)
2010,19181,Warren,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-93.5613594 41.3343735)
2016,19067,Floyd,2-Northern,2-Second JD,Sexual Abuse,3,POINT (-92.78900330000002 43.0599208)
2014,19075,Grundy,2-Northern,1-First JD,Physical Abuse,2,POINT (-92.7914177 42.4018651)
2004,19145,Page,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),54,POINT (-95.1501747 40.7391444)
2015,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,3,POINT (-92.53146840000001 41.6864422)
2005,19169,Story,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,5,POINT (-93.4650448 42.0362415)
2014,19173,Taylor,1-Western,5-FifthJD,Sexual Abuse,1,POINT (-94.6964148 40.73743240000001)
2015,19153,Polk,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),192,POINT (-93.5735335 41.6855048)
2014,19033,Cerro Gordo,2-Northern,2-Second JD,Physical Abuse,28,POINT (-93.2608184 43.081557700000005)
2006,19131,Mitchell,2-Waterloo,2-Second JD,Sexual Abuse,2,POINT (-92.7890315 43.3564124)
2011,19067,Floyd,2-Northern,2-Second JD,Denial of Critical Care (Neglect),83,POINT (-92.78900330000002 43.0599208)
2013,19061,Dubuque,3-Eastern,1-First JD,Denial of Critical Care (Neglect),452,POINT (-90.8824564 42.468832)
2005,19137,Montgomery,5-Council Bluffs,4-FourthJD,Sexual Abuse,5,POINT (-95.1563758 41.03014)
2013,19103,Johnson,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,1,POINT (-91.5880849 41.6715511)
